,Brand Name,Name of the Product,Price,Return/Exchange,Expected Delivery,Availability,Product URL
235,Blueberry,"D38 TrussRod Acoustic Guitar Kit with Bag, String,Belt & Picks (Sunburst)","₹2,895",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/Blueberry-Trussrod-Acoustic-Guitar-Sunburst/dp/B08WH5553T/ref=sr_1_55?keywords=guitar&qid=1653325526&sr=8-55
236,"Granada,","Acoustic Guitar, Dreadnought PRLD-14C-F -Black","₹6,014",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/Granada-Acoustic-Dreadnought-PRLD-14C-F-Black/dp/B09JBWZG14/ref=sr_1_56?keywords=guitar&qid=1653325526&sr=8-56
237,Blueberry,"B-D38 Sunburst 38 Inch Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks","₹2,795",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0049261ZB8H36TUAX2&url=%2FBlueberry-B-D38-Sunburst-Acoustic-Inbuilt%2Fdp%2FB08QZCK76B%2Fref%3Dsr_1_57_sspa%3Fkeywords%3Dguitar%26qid%3D1653325526%26sr%3D8-57-spons%26psc%3D1&qualifier=1653325526&id=4282604422641898&widgetName=sp_btf
238,Blueberry,"B-40, 40"" Acoustic Guitar Kit with Bag,Belt, One Pack Strings & Picks (Black)","₹4,190",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A00510453201C43891NF7&url=%2FBlueberry-Acoustic-Guitar-Strings-Picks%2Fdp%2FB08L7NQB57%2Fref%3Dsr_1_58_sspa%3Fkeywords%3Dguitar%26qid%3D1653325526%26sr%3D8-58-spons%26psc%3D1&qualifier=1653325526&id=4282604422641898&widgetName=sp_btf
239,GUITAR,"BRO - COMBO (Black Acoustic Guitar for Beginner, Guitar Learning Kit, Song Book, Video Lectures, Accessories like Pick, Bag)","₹6,499",7 Days Replacement,FREE delivery: May 28 - 31,In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A087933837LQ4BBEWM3H5&url=%2FGUITAR-BRO-Acoustic-Beginner-Accessories%2Fdp%2FB07T84GC8L%2Fref%3Dsr_1_59_sspa%3Fkeywords%3Dguitar%26qid%3D1653325526%26sr%3D8-59-spons%26psc%3D1&qualifier=1653325526&id=4282604422641898&widgetName=sp_btf
240,Kadence,"Guitar Acoustica Series, 41” Jumbo Size 6-strings Acoustic Guitar, Spruce body with Pick Guard A311 with bag","₹7,499.00",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A02055132SF64AM9MYQQ8&url=%2FKadence-6-strings-Acoustic-Guitar-Natural%2Fdp%2FB07JKYWGJN%2Fref%3Dsr_1_60_sspa%3Fkeywords%3Dguitar%26qid%3D1653325526%26sr%3D8-60-spons%26psc%3D1%26smid%3DAM04Z7MH4HSDD&qualifier=1653325526&id=4282604422641898&widgetName=sp_btf
241,Vault,EA40 41 inch Premium Solid Spruce-Top Cutaway Acoustic Guitar,"₹6,890",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A07400101YBINYLP9UEXI&url=%2FPremium-Spruce-Top-Cutaway-Acoustic-Guitar%2Fdp%2FB08FFZY6BJ%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dguitar%26qid%3D1653325875%26sr%3D8-49-spons%26psc%3D1&qualifier=1653325875&id=1446409184022407&widgetName=sp_atf_next
242,Blueberry,"B40L, 40"" Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks (Classic Maroon)","₹4,295",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A00514452JKYA7IP4JEAA&url=%2FBlueberry-Acoustic-Inbuilt-Strings-Classic%2Fdp%2FB09VLF8B8G%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dguitar%26qid%3D1653325875%26sr%3D8-50-spons%26psc%3D1&qualifier=1653325875&id=1446409184022407&widgetName=sp_atf_next
243,Blueberry,"D38 TrussRod Acoustic Guitar Kit with Bag, String,Belt & Picks (Sunburst)","₹2,895",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A00511333B6LTZW3VVAX9&url=%2FBlueberry-Trussrod-Acoustic-Guitar-Sunburst%2Fdp%2FB08WH5553T%2Fref%3Dsr_1_51_sspa%3Fkeywords%3Dguitar%26qid%3D1653325875%26sr%3D8-51-spons%26psc%3D1&qualifier=1653325875&id=1446409184022407&widgetName=sp_atf_next
244,GUITAR,"BRO - COMBO (Blue Acoustic Guitar for Beginner, Guitar Learning Kit, Song Book, Video Lectures, Accessories like Pick, Bag)","₹6,499",7 Days Replacement,FREE delivery: May 28 - June 1,In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A08791823J4GRMJMKDFMU&url=%2FGUITAR-BRO-Acoustic-Beginner-Accessories%2Fdp%2FB07TC7TWCR%2Fref%3Dsr_1_52_sspa%3Fkeywords%3Dguitar%26qid%3D1653325875%26sr%3D8-52-spons%26psc%3D1&qualifier=1653325875&id=1446409184022407&widgetName=sp_atf_next
245,Yamaha,"FS80C Acoustic Guitar Cutaway Concert Body With Mexa Sponge Bag, Guitar Belt, Guitar Stand, String Set & Plectrums.(BK)","₹11,999",7 Days Replacement,"FREE delivery: Sunday, May 29 Details",In Stock,https://www.amazon.in/FS80C-Acoustic-Cutaway-Concert-Plectrums/dp/B09HSHGD3B/ref=sr_1_53?keywords=guitar&qid=1653325875&sr=8-53
246,Yamaha,"PACIFICA012 Electric Guitar, Red Metallic","₹13,900",7 Days Replacement,"FREE delivery: Monday, May 30 Details",In Stock,https://www.amazon.in/Yamaha-PAC012-Electric-Guitar-Metallic/dp/B000MLY7XS/ref=sr_1_54?keywords=guitar&qid=1653325875&sr=8-54
247,Fender,CD-60 SCE NAT  Dreadnought Semi Acoustic Guitar (Natural),"₹25,384",7 Days Replacement,"FREE delivery: Sunday, May 29 Details",In Stock,https://www.amazon.in/FENDER-CD60SCE-NAT-Dreadnought-Spruce-Semi-Acoustic/dp/B01MSBHU7X/ref=sr_1_55?keywords=guitar&qid=1653325875&sr=8-55
248,yamaha,"acoustic guitar F310, 6-Strings Acoustic Guitar, Natural with Sponge Bag, Belt, Plectrums, Combo Pack","₹10,699",7 Days Replacement,"FREE delivery: Sunday, May 29 Details",In Stock,https://www.amazon.in/Yamaha-6-Strings-Acoustic-Natural-Plectrums/dp/B07MK3FNX3/ref=sr_1_57?keywords=guitar&qid=1653325875&sr=8-57
249,"Granada,","Acoustic Guitar, Dreadnought PRLD-14C-F -Natural","₹6,033",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/Granada-Acoustic-Dreadnought-PRLD-14C-F-Natural/dp/B09JBW86VH/ref=sr_1_58?keywords=guitar&qid=1653325875&sr=8-58
250,Kadence,"Guitar Acoustica Series, 41” Jumbo Size 6-strings Acoustic Guitar, Spruce body with Pick Guard A311 with bag","₹7,499.00",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/Kadence-6-strings-Acoustic-Guitar-Natural/dp/B07JKYWGJN/ref=sr_1_59?keywords=guitar&qid=1653325875&sr=8-59
251,Fender,CD 60 Dread V3 DS 6 String Acoustic Guitar - Walnut Fretboard-Sunburst,"₹11,040",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/Fender-Dread-String-Acoustic-Guitar/dp/B07RM21D8X/ref=sr_1_60?keywords=guitar&qid=1653325875&sr=8-60
252,Ibanez,"MD39C-NT Acoustic Guitar (Natural), Designed in Japan and Made Specially for India","₹7,500",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/Ibanez-IBA-MD39CNT-Acoustic-Guitar-MD39C-NT/dp/B07G4CCMYL/ref=sr_1_61?keywords=guitar&qid=1653325875&sr=8-61
253,Medellin,MED-BLU-C Linden Wood Acoustic Guitar,"₹2,599",7 Days Replacement,"FREE delivery: Monday, May 30 Details",In Stock,https://www.amazon.in/Medellin-MED-BLU-C-Linden-Acoustic-Guitar/dp/B07NBMWHJW/ref=sr_1_62?keywords=guitar&qid=1653325875&sr=8-62
254,Hovner,"215 Green F-Cut Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks V2","₹4,280",7 Days Replacement,"FREE delivery: Monday, May 30 Details",In Stock,https://www.amazon.in/215-Rosewood-Fretboard-Acoustic-Strings/dp/B08VHC4BSW/ref=sr_1_63?keywords=guitar&qid=1653325875&sr=8-63
255,Ibanez,"Acoustic Guitar MD39C Right Handed Cutaway Guitar - Natural With Bag, Belt, Plectrums Complete Pack.","₹8,999",7 Days Replacement,"FREE delivery: Sunday, May 29 Details",In Stock,https://www.amazon.in/Ibanez-Acoustic-Guitar-Handed-Cutaway/dp/B08FMW6WJM/ref=sr_1_64?keywords=guitar&qid=1653325875&sr=8-64
256,Cort,"AD810-OP Acoustic Guitar, Brown","₹8,667",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/Cort-AD810-OP-Acoustic-Guitar-Brown/dp/B00VQ7YDCM/ref=sr_1_65?keywords=guitar&qid=1653325875&sr=8-65
257,Givson,"Venus Special Cutaway Rosewood 41 Inch Acoustic Guitar Kit with Bag, Rhythm String Set, Strap and 5 Plectrums, (Red)","₹3,999",7 Days Replacement,"FREE delivery: Friday, May 27 Details",In Stock,https://www.amazon.in/Givson-Ketostics-VS-RED-Acoustic-Plectrums/dp/B08KS2N1H9/ref=sr_1_66?keywords=guitar&qid=1653325875&sr=8-66
258,Kadence,"Acoustica 40"" Mahogany Left-Handed Acoustic Guitar A03 L with bag","₹6,999.00",7 Days Replacement,"FREE delivery: Monday, May 30 Details",In Stock,https://www.amazon.in/Kadence-Acoustica-Mahagony-Handed-Acoustic/dp/B07GS7N6TG/ref=sr_1_67?keywords=guitar&qid=1653325875&sr=8-67
259,Martin,Smith W-101-N-PK Acoustic Guitar Super Kit with Stand (Natural),"₹5,984",7 Days Replacement,"FREE delivery: Sunday, May 29 Details",In Stock,https://www.amazon.in/Martin-Smith-W-101-N-PK-Acoustic-Natural/dp/B00UOUK4IE/ref=sr_1_68?keywords=guitar&qid=1653325875&sr=8-68
260,Blueberry,"B-G41S, 41 Inch Acoustic Guitar Kit, with Bag,Belt, One Pack Strings And Picks (Natural)","₹6,500",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A00502093JZAPX140CZG0&url=%2FBlueberry-B-G41S-Acoustic-Strings-Natural%2Fdp%2FB07PKQGF2N%2Fref%3Dsr_1_69_sspa%3Fkeywords%3Dguitar%26qid%3D1653325875%26sr%3D8-69-spons%26psc%3D1&qualifier=1653325875&id=1446409184022407&widgetName=sp_mtf
261,Blueberry,"B-40, 40"" Acoustic Guitar Kit with Bag,Belt, One Pack Strings & Picks (Sunburst)","₹3,695",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A00497171W5X8ZPSW04BM&url=%2FBlueberry-Acoustic-Guitar-Strings-Sunburst%2Fdp%2FB08L7XJQQ1%2Fref%3Dsr_1_70_sspa%3Fkeywords%3Dguitar%26qid%3D1653325875%26sr%3D8-70-spons%26psc%3D1&qualifier=1653325875&id=1446409184022407&widgetName=sp_mtf
262,Blueberry,"B-40EQ-GL Acoustic Electric Guitar Kit inbuilt Trussrod, Rosewood Fretboard & bridge with 4 Band EQ-7545R Piezo Pickup Guitar Preamp Amplifier Equalizer Tuner with Bag, Pick, Belt, String set","₹4,999",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0050053YFBD0RZWXSXR&url=%2FBlueberry-B-40EQ-GL-Fretboard-Amplifier-Equalizer%2Fdp%2FB09MZ5C9TL%2Fref%3Dsr_1_71_sspa%3Fkeywords%3Dguitar%26qid%3D1653325875%26sr%3D8-71-spons%26psc%3D1&qualifier=1653325875&id=1446409184022407&widgetName=sp_mtf
263,JUAREZ,"Fiésta 41 Inch Acoustic Guitar Cutaway with Dual Action Truss Rod, 21 Frets Rosewood Fretboard & Bridge, Padded 5mm Cotton Bag, Cotton Strap, 2 Picks, Allen Key, Extra String Set, 3TS Sunburst","₹3,999",7 Days Replacement,"FREE delivery: Friday, May 27 Details",In Stock,https://www.amazon.in/JUAREZ-Acoustic-Rosewood-Fretboard-3TS/dp/B08GZXNSBG/ref=sr_1_72?keywords=guitar&qid=1653325875&sr=8-72
264,Henrix,"PRO 38 Inch 6 String Cutaway Acoustic Guitar With Die Cast Tuners, Gigbag, Picks, String Set, Strap & Cloth - Black","₹3,599",7 Days Replacement,"FREE delivery: Sunday, May 29 Details",In Stock,https://www.amazon.in/Henrix-Cutaway-Acoustic-Die-Cast-Tuners/dp/B07KMXDXBV/ref=sr_1_74?keywords=guitar&qid=1653325875&sr=8-74
265,Hovner,"215 Royal Metallic Black F-Cut Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks","₹4,280",7 Days Replacement,"FREE delivery: Monday, May 30 Details",In Stock,https://www.amazon.in/Hovner-Royal-Metallic-Rosewood-Fretboard/dp/B09VQ1YYF8/ref=sr_1_75?keywords=guitar&qid=1653325875&sr=8-75
266,Revel,38 Inches Cutaway Design Acoustic Guitar with Carry bag and Plectrums. Great tone and Beginner/Learners standard size configuration for all age groups (Natural),"₹2,250",7 Days Replacement,FREE delivery: May 25 - 27 Details,In Stock,https://www.amazon.in/Revel-RVL-38C-LGP-NT-Linden-Acoustic-Natural/dp/B085HVRHPS/ref=sr_1_76?keywords=guitar&qid=1653325875&sr=8-76
267,Kadence,Acoustica 34” Acoustic Guitar A03 with bag,"₹5,248",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/Kadence-Acoustica-Acoustic-Guitar-A03/dp/B08WCTFVT9/ref=sr_1_77?keywords=guitar&qid=1653325875&sr=8-77
268,Yamaha,FX280 Semi acoustic Dreadnought Guitar with Bag (Natural),"₹10,799",7 Days Replacement,₹499.00 delivery: May 31 - June 2,In Stock,https://www.amazon.in/Yamaha-FX280-acoustic-Dreadnought-Natural/dp/B09HR6BNFQ/ref=sr_1_78?keywords=guitar&qid=1653325875&sr=8-78
269,Kadence,"AstroMan Electric Guitar, 21 FRETS, ROSEWOOD FRETBOARD, H - S - S PICK UPS Sun brust combo with Bag, Guitar strap,guitar cable and Picks with Amplifier","₹8,999.00",7 Days Replacement,FREE delivery: May 25 - 30 Details,In Stock,https://www.amazon.in/Kadence-AstroMan-Electric-ROSEWOOD-FRETBOARD/dp/B09YHPS66K/ref=sr_1_79?keywords=guitar&qid=1653325875&sr=8-79
270,Kordz,"Luana Black Matt Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks","₹3,890",7 Days Replacement,FREE delivery: June 3 - 7 Details,In Stock,https://www.amazon.in/Kordz-Rosewood-Fretboard-Acoustic-Strings/dp/B09S13CW14/ref=sr_1_80?keywords=guitar&qid=1653325875&sr=8-80
271,Kadence,"Guitar Frontier Series, Blue Acoustic Guitar with Die Cast Keys, Set of Strings, Strap, Picks, Guitar stand, Capo and Bag, Super Combo (Blue, Acoustic)","₹5,499.00",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/Kadence-Frontier-Acoustic-Foldable-Strings/dp/B01CJJGEVS/ref=sr_1_81?keywords=guitar&qid=1653325875&sr=8-81
272,Pluto,HW39-201P Electro Acoustic Guitar - Rosewood Fretboard,"₹5,499",7 Days Replacement,"FREE delivery: Friday, May 27 Details",In Stock,https://www.amazon.in/Pluto-HW39-201P-Electro-Acoustic-Guitar/dp/B08VNHSZH6/ref=sr_1_82?keywords=guitar&qid=1653325875&sr=8-82
273,Kadence,"39” Classical Guitar Nylon Strings Acoustic Guitar with Truss Rod for Beginner Professional With Bag (30"" 1/4 Semi Acoustic GLE03)","₹3,999.00",7 Days Replacement,"FREE delivery: Monday, May 30 Details",In Stock,https://www.amazon.in/Kadence-Classical-Acoustic-Beginner-Professional/dp/B09V2R4CQT/ref=sr_1_83?keywords=guitar&qid=1653325875&sr=8-83
274,RockJam,RJEG02-SK-BB Electric Guitar Starter Kit (Blue Burst),"₹8,630",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/RockJam-RJEG02-SK-BB-Electric-Guitar-Starter/dp/B0747TD557/ref=sr_1_84?keywords=guitar&qid=1653325875&sr=8-84
275,Intern,"INT-38C-NT-G Right Handed Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Natural, 6-Strings)","₹2,290",7 Days Replacement,FREE delivery: May 25 - 27 Details,In Stock,https://www.amazon.in/Intern-INT-38C-NT-G-Guitar-Kit-Natural/dp/B07K9MZZH9/ref=sr_1_85?keywords=guitar&qid=1653325875&sr=8-85
276,Kadence,"AstroMan Electric Guitar, 21 FRETS, ROSEWOOD FRETBOARD, H - S - S PICK UPS Black combo with Bag, Guitar strap,guitar cable and Picks","₹6,999",7 Days Replacement,"FREE delivery: Monday, May 30 Details",In Stock,https://www.amazon.in/Kadence-Electric-Guitar-Rosewood-Fretboard/dp/B07BGW6JVL/ref=sr_1_86?keywords=guitar&qid=1653325875&sr=8-86
277,Juarez,"JRZ-ST01, 6 Strings Electric Guitar, Right Handed with Bag/Case, 2 x Picks (3TS Sunburst)","₹5,759",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/JRZ-ST01-6-String-Electric-Sunburst-Without/dp/B01FYZSOEE/ref=sr_1_87?keywords=guitar&qid=1653325875&sr=8-87
278,Intern,"38C Acoustic Steel-string Guitar Premium White Cutaway Design with carry bag, strings, guitar strap and plectrums (INT-38C-WH)","₹2,350",7 Days Replacement,FREE delivery: May 25 - 27 Details,In Stock,https://www.amazon.in/Intern-Acoustic-Steel-string-plectrums-INT-38C-WH/dp/B09LR94Z2X/ref=sr_1_88?keywords=guitar&qid=1653325875&sr=8-88
279,Hovner,"Jumbo Sunburst Matt Premium Series Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks By K-Retail","₹4,280",7 Days Replacement,"FREE delivery: Monday, May 30 Details",In Stock,https://www.amazon.in/Sunburst-Rosewood-Fretboard-Acoustic-K-Retail/dp/B07ND2VP86/ref=sr_1_89?keywords=guitar&qid=1653325875&sr=8-89
280,Kadence,"AstroMan Electric Guitar, 21 FRETS, ROSEWOOD FRETBOARD, H - S - S PICK UPS Sunburst combo with Bag, Guitar strap,guitar cable and Picks","₹6,999",7 Days Replacement,"FREE delivery: Friday, May 27 Details",In Stock,https://www.amazon.in/Kadence-Electric-Guitar-Rosewood-Fretboard/dp/B07BGXN7P6/ref=sr_1_90?keywords=guitar&qid=1653325875&sr=8-90
281,Givson,"Venus Super Special, 6-Strings, Semi-Electric Guitar, Right-Handed, Black, With Guitar Cover/Bag","₹5,199",7 Days Replacement,FREE delivery: May 27 - 30 Details,In Stock,https://www.amazon.in/Givson-Special-6-Strings-Semi-Electric-Right-Handed/dp/B01DDMR5SG/ref=sr_1_91?keywords=guitar&qid=1653325875&sr=8-91
282,Blueberry,"B-40, 40"" Acoustic Guitar Kit with Bag,Belt, One Pack Strings & Picks (Sunburst)","₹3,695",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/Blueberry-Acoustic-Guitar-Strings-Sunburst/dp/B08L7XJQQ1/ref=sr_1_92?keywords=guitar&qid=1653325875&sr=8-92
283,Kadence,"Slowhand Premium Jumbo Semi Acoustic Guitar with Heavy Padded Bag, guitar cable, Pro Capo (Black Spruce Wood)","₹9,999.00",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/Kadence-Slowhand-Premium-Acoustic-Instrument/dp/B077SZ667X/ref=sr_1_93?keywords=guitar&qid=1653325875&smid=AM04Z7MH4HSDD&sr=8-93
284,Juârez,"Acoustic Guitar, 38 Inch Cutaway, 038C With Bag, Strings, Pick And Strap, Black + Juarez Gt-13 Digital Lcd Guitar Bass Violin Ukulele Clip On Automatic Chromatic Tuner","₹2,394.00",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/Ju%C3%A2rez-Acoustic-038C-Automatic-Chromatic/dp/B08D9HFMWR/ref=sr_1_94?keywords=guitar&qid=1653325875&sr=8-94
285,"Kadence,","Chronicle Series Electric Bass Guitar, Black Ash Wood with P-J Pickup, 2 Tone and 2 Volume Control","₹12,999.00",7 Days Replacement,"FREE delivery: Monday, May 30 Details",In Stock,https://www.amazon.in/Kadence-Chronicle-Electric-Guitar-Control/dp/B071Y4NM7V/ref=sr_1_95?keywords=guitar&qid=1653325875&sr=8-95
286,Juarez,"JRZ-ST02 6-String Electric Guitar, Right Handed, Red, with Case/Bag and Picks","₹5,739",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/Juarez-JRZ-ST01-6-String-Electric-Without/dp/B01FYZSOHG/ref=sr_1_96?keywords=guitar&qid=1653325875&sr=8-96
287,Saga,SF-600C DREADNOUGHT cutaway Acoustic Guitar,"₹8,499",7 Days Replacement,"FREE delivery: Friday, May 27 Details",In Stock,https://www.amazon.in/SF-600C-DREADNOUGHT-cutaway-Acoustic-Guitar/dp/B0B1HX47XR/ref=sr_1_97?keywords=guitar&qid=1653325875&sr=8-97
288,Vault,"Traveller 34 Inch Acoustic Guitar With Bag, Strap, Strings, Polishing Cloth, String Winder and Picks - Natural Gloss","₹3,999",7 Days Replacement,"FREE delivery: Sunday, May 29 Details",In Stock,https://www.amazon.in/Traveller-Acoustic-Guitar-Strings-Polishing/dp/B07RK9962M/ref=sr_1_98?keywords=guitar&qid=1653325875&sr=8-98
289,Intern,"INT-38C Acoustic Guitar Kit, With Bag, Strings, Pick And Strap, Natural","₹2,250",7 Days Replacement,FREE delivery: May 25 - 27 Details,In Stock,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Natural/dp/B073B4D22T/ref=sr_1_99?keywords=guitar&qid=1653325875&sr=8-99
290,Juarez,"Acoustic Guitar, 38 Inch Cutaway, 38CMB with Bag, Strings, Pick and Strap, Matte Black","₹2,639",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B084VRCCN7/ref=sr_1_100?keywords=guitar&qid=1653325875&sr=8-100
291,JUAREZ,"Arpeggio 99.06 cm (39 Inch) Semi-Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, 4 Band EQ, Chrome Die Cast Machine Tuners, Black","₹6,489",7 Days Replacement,"FREE delivery: Monday, May 30 Details",In Stock,https://www.amazon.in/JUAREZ-Arpeggio-Semi-Acoustic-Rosewood-Fretboard/dp/B08LBG3F36/ref=sr_1_101?keywords=guitar&qid=1653325875&sr=8-101
292,Fender,"SA105CE Electric Acoustic Guitar With Bag, Belt & Plectrums Combo Pack (BK)","₹12,999",7 Days Replacement,"FREE delivery: Sunday, May 29 Details",In Stock,https://www.amazon.in/Fender-SA105CE-Electric-Acoustic-Plectrums/dp/B08P8KQ87F/ref=sr_1_102?keywords=guitar&qid=1653325875&sr=8-102
293,JUAREZ,"Arpeggio 39 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Sunburst","₹5,969",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/JUAREZ-Arpeggio-Acoustic-Rosewood-Fretboard/dp/B08LBHN8ZR/ref=sr_1_103?keywords=guitar&qid=1653325875&sr=8-103
294,Blueberry,"B40-40Inches Acoustic Guitar Kit inbuilt Truss Rod, with Bag, Strap, One Pack Strings and Picks (Sunburst)","₹4,295",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A00505533US57S2BBM7O7&url=%2FBlueberry-40Inches-Acoustic-inbuilt-Sunburst%2Fdp%2FB07PHFXH6W%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Dguitar%26qid%3D1653326352%26sr%3D8-97-spons%26psc%3D1&qualifier=1653326352&id=1333231186718480&widgetName=sp_atf_next
295,Blueberry,"38C, 38"" Acoustic Guitar Kit with Bag, Strap, One Pack Strings And Picks (Sunburst)","₹2,695",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A00573293MJIKRIM2JX20&url=%2FBlueberry-38C-Acoustic-Strings-Sunburst%2Fdp%2FB08KLMQN88%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Dguitar%26qid%3D1653326352%26sr%3D8-98-spons%26psc%3D1&qualifier=1653326352&id=1333231186718480&widgetName=sp_atf_next
296,Juarez,"Acoustic Guitar, 38 Inch Cutaway, 38CMB with Bag, Strings, Pick and Strap, Matte Black","₹2,639",7 Days Replacement,"FREE delivery: Saturday, May 28 Details",In Stock,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B084VRCCN7/ref=sr_1_99?keywords=guitar&qid=1653326352&sr=8-99
297,JUAREZ,"Arpeggio 99.06 cm (39 Inch) Semi-Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, 4 Band EQ, Chrome Die Cast Machine Tuners, Black","₹6,489",7 Days Replacement,"FREE delivery: Monday, May 30 Details",In Stock,https://www.amazon.in/JUAREZ-Arpeggio-Semi-Acoustic-Rosewood-Fretboard/dp/B08LBG3F36/ref=sr_1_100?keywords=guitar&qid=1653326352&sr=8-100
298,Fender,"SA105CE Electric Acoustic Guitar With Bag, Belt & Plectrums Combo Pack (BK)","₹12,999",7 Days Replacement,"FREE delivery: Sunday, May 29 Details",In Stock,https://www.amazon.in/Fender-SA105CE-Electric-Acoustic-Plectrums/dp/B08P8KQ87F/ref=sr_1_101?keywords=guitar&qid=1653326352&sr=8-101
